Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths,Daily Cases,Positivity Rate
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-01,16979,10524,271,207.0,0.012191530714411921
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-02,14154,10757,273,233.0,0.01646177758937403
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-03,12066,10998,278,241.0,0.019973479197745732
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-04,10576,11200,279,202.0,0.01909984871406959
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-05,11922,11386,280,186.0,0.01560140915953699
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-06,11391,11524,284,138.0,0.012114827495391098
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-07,10860,11663,289,139.0,0.01279926335174954
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-08,10330,11832,290,169.0,0.016360116166505324
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-09,9799,12080,293,248.0,0.025308704969894888
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-10,9268,12452,297,372.0,0.04013810962451446
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-11,8737,12734,300,282.0,0.03227652512303995
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-12,8207,13036,302,302.0,0.036797855489216526
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-13,7676,13240,305,204.0,0.026576341844710787
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-14,7145,13420,310,180.0,0.025192442267319804
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-15,8176,13730,313,310.0,0.037915851272015653
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-16,9207,14041,316,311.0,0.03377864668187249
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-17,10239,14400,325,359.0,0.03506201777517336
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-18,11270,14738,327,338.0,0.029991126885536824
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-19,12301,14978,331,240.0,0.019510608893585888
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-20,8200,15142,338,164.0,0.02
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-21,7905,15595,344,453.0,0.05730550284629981
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-22,10899,15928,352,333.0,0.0305532617671346
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-23,12212,16286,357,358.0,0.0293154274484114
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-24,13134,16627,366,341.0,0.025963149078726967
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-25,10073,16913,369,286.0,0.02839273304874417
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-26,21498,17228,376,315.0,0.01465252581635501
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-27,9966,17444,379,216.0,0.021673690547862733
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-28,6696,17707,383,263.0,0.03927718040621266
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-29,8321,18123,388,416.0,0.04999399110683812
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-09-30,9946,18475,391,352.0,0.03539111200482606
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-01,11571,18886,393,411.0,0.03551983406792844
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-02,10518,19346,398,460.0,0.04373455029473284
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-03,12593,19613,405,267.0,0.021202255221154608
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-04,10407,19842,409,229.0,0.02200442010185452
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-05,7275,20142,417,300.0,0.041237113402061855
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-06,13168,20541,420,399.0,0.030300729040097205
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-07,13096,20947,424,406.0,0.031001832620647526
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-08,12668,21381,430,434.0,0.034259551626144615
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-09,12414,21772,431,391.0,0.0314966972772676
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-10,15401,22078,436,306.0,0.019868839685734694
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-11,10357,22358,449,280.0,0.027034855653181422
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-12,6966,22652,456,294.0,0.04220499569336779
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-13,20820,23060,462,408.0,0.019596541786743516
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-14,21531,23495,469,435.0,0.020203427615995542
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-15,21962,23947,482,452.0,0.020581003551589108
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-16,21281,24450,490,503.0,0.023636107325783563
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-17,21129,24932,500,482.0,0.022812248568318424
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-18,15514,25370,509,438.0,0.02823256413561944
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-19,7524,25802,520,432.0,0.05741626794258373
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-20,21392,26469,528,667.0,0.031179880329094987
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-21,23900,27334,534,865.0,0.03619246861924686
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-22,23200,28216,549,882.0,0.03801724137931035
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-23,24011,29057,559,841.0,0.035025613260588895
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-24,22656,29992,564,935.0,0.0412694209039548
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-25,18636,30782,574,790.0,0.04239107104528869
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-26,13793,31496,581,714.0,0.051765388240411804
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-27,23147,32752,593,1256.0,0.05426189138981293
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-28,24251,34299,603,1547.0,0.06379118386870644
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-29,12963,35510,615,1211.0,0.0934197330864769
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-30,29541,37196,620,1686.0,0.057073220270133035
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-10-31,26185,39251,626,2055.0,0.07848004582776398
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-01,26786,40929,635,1678.0,0.06264466512357202
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-02,27387,42080,642,1151.0,0.042027239201080806
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-03,27988,44246,655,2166.0,0.0773903101329141
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-04,27288,46892,673,2646.0,0.09696569920844327
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-05,26228,49807,702,2915.0,0.11114076559402165
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-06,29590,52254,715,2447.0,0.08269685704629942
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-07,27883,54809,749,2555.0,0.0916328945952731
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-08,16134,56698,784,1889.0,0.11708193876286103
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-09,11321,58187,825,1489.0,0.13152548361452168
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-10,27815,60570,866,2383.0,0.08567319791479418
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-11,29190,63321,909,2751.0,0.09424460431654676
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-12,28594,66637,959,3316.0,0.11596838497586906
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-13,29435,69675,997,3038.0,0.10321046373365042
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-14,28843,72510,1035,2835.0,0.09829074645494575
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-15,15897,74205,1106,1695.0,0.10662389130024533
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-16,13148,76403,1165,2198.0,0.16717371463340433
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-17,29798,78825,1228,2422.0,0.08128062286059468
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-18,31777,82034,1288,3209.0,0.10098498914309091
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-19,31071,85261,1347,3227.0,0.10385890380097197
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-20,31130,87812,1419,2551.0,0.08194667523289431
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-21,30920,90121,1527,2309.0,0.07467658473479949
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-22,15803,91619,1630,1498.0,0.09479212807694741
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-23,19732,93006,1714,1387.0,0.07029191161564971
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-24,23660,95137,1815,2131.0,0.0900676246830093
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-25,27589,97288,1902,2151.0,0.07796585595708434
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-26,31518,99306,2001,2018.0,0.06402690526048607
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-27,30845,101287,2102,1981.0,0.06422434754417247
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-28,29454,103034,2223,1747.0,0.05931282678074285
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-29,16426,104227,2321,1193.0,0.07262875928406186
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-11-30,11372,105271,2406,1044.0,0.09180443193809357
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-01,30923,107470,2517,2199.0,0.07111211719432138
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-02,28480,109655,2606,2185.0,0.07672050561797752
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-03,29799,111537,2706,1882.0,0.06315648176113292
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-04,27082,113185,2804,1648.0,0.06085222657115427
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-05,27639,114568,2902,1383.0,0.05003798979702594
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-06,12968,115471,3003,903.0,0.0696329426280074
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-07,10526,116721,3092,1250.0,0.11875356260687821
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-08,30050,118045,3194,1324.0,0.04405990016638935
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-09,30292,119720,3289,1675.0,0.055295127426383206
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-10,32494,121253,3370,1533.0,0.04717794054286945
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-11,32747,122648,3472,1395.0,0.042599322075304605
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-12,31284,123842,3540,1194.0,0.038166474875335636
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-13,15792,124534,3625,692.0,0.04381965552178318
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-14,11979,125173,3687,639.0,0.05334335086401202
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-15,32937,126372,3785,1199.0,0.03640282964447278
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-16,33727,127557,3870,1185.0,0.03513505500044475
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-17,33509,128710,3948,1153.0,0.03440866632844907
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-18,36084,129584,4044,874.0,0.024221261500942247
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-19,32601,130485,4102,901.0,0.027637189043280882
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-20,15626,131072,4172,587.0,0.03756559580186868
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-21,11861,131597,4257,525.0,0.04426270972093416
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-22,33723,132430,4340,833.0,0.024701242475461852
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-23,33587,133365,4402,935.0,0.027838151665823086
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-24,31775,134235,4457,870.0,0.02738001573564123
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-25,30062,134852,4507,617.0,0.020524249883573948
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-26,5832,135114,4553,262.0,0.04492455418381344
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-27,6143,135456,4606,342.0,0.05567312388083998
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-28,7339,135931,4672,475.0,0.0647227142662488
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-29,31929,136976,4730,1045.0,0.03272886717404241
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-30,35015,137918,4788,942.0,0.02690275596173069
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2020-12-31,31923,138850,4838,932.0,0.02919525107289415
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-01,28639,139447,4881,597.0,0.020845699919689934
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-02,4798,139709,4921,262.0,0.05460608586911213
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-03,8504,140099,4957,390.0,0.04586077140169332
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-04,8282,140526,5011,427.0,0.05155759478386863
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-05,31996,141453,5051,927.0,0.028972371546443304
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-06,30286,142267,5099,814.0,0.02687710493297233
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-07,8697,142777,5146,510.0,0.058640910658847877
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-08,36458,143494,5195,717.0,0.019666465521970485
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-09,36683,144293,5227,799.0,0.021781206553444375
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-10,19708,144738,5263,445.0,0.022579663080982342
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-11,16670,145179,5302,441.0,0.026454709058188364
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-12,41674,146020,5329,841.0,0.020180448241109563
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-13,34980,146688,5354,668.0,0.019096626643796456
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-14,35039,147283,5387,595.0,0.016981078227118356
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-15,32528,147860,5421,577.0,0.017738563698967043
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-16,30313,148370,5441,510.0,0.01682446475109689
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-17,10795,148607,5469,237.0,0.021954608615099583
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-18,8173,148925,5488,318.0,0.03890860149271993
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-19,31599,149462,5518,537.0,0.016994208677489794
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-20,30429,149973,5545,511.0,0.016793190706234185
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-21,29455,150479,5570,506.0,0.017178747241554913
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-22,32437,151041,5598,562.0,0.01732589327003114
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-23,30996,151646,5622,605.0,0.019518647567428056
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-24,11873,151980,5646,334.0,0.028131053651141245
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-25,9394,152412,5671,432.0,0.04598680008516074
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-26,36240,153226,5692,814.0,0.022461368653421635
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-27,37695,154083,5724,857.0,0.02273511075739488
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-28,34044,154796,5742,713.0,0.02094348490189167
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-29,45381,155678,5764,882.0,0.01943544655252198
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-30,31904,156473,5779,795.0,0.024918505516549647
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-01-31,13157,156957,5796,484.0,0.03678650148210078
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-01,11351,157495,5829,538.0,0.047396705136111356
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-02,37591,158716,5851,1221.0,0.032481179005613044
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-03,38696,159866,5878,1150.0,0.029718833988009098
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-04,44396,160935,5903,1069.0,0.024078745832957923
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-05,45888,162107,5922,1172.0,0.02554044630404463
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-06,46057,163213,5951,1106.0,0.024013722126929673
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-07,21997,163946,5972,733.0,0.03332272582624903
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-08,18152,164575,5997,629.0,0.03465182899955928
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-09,53015,166067,6017,1492.0,0.02814297840233896
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-10,51407,167549,6034,1482.0,0.028828758729355926
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-11,50879,168872,6056,1323.0,0.0260028695532538
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-12,47662,170244,6077,1372.0,0.028786034996433216
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-13,45833,171466,6103,1222.0,0.026662012087360635
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-14,19694,172128,6126,662.0,0.03361429877119935
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-15,13304,172824,6152,696.0,0.052315093205051115
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-16,40446,173905,6181,1081.0,0.02672699401671364
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-17,25724,174659,6194,754.0,0.02931114912144301
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-18,37009,176059,6221,1400.0,0.03782863627766219
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-19,45653,177494,6249,1435.0,0.03143276454997481
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-20,43310,178918,6272,1424.0,0.03287924266912953
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-21,23139,179802,6297,884.0,0.038203898180560955
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-22,15610,180672,6321,870.0,0.05573350416399744
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-23,100543,182783,6343,2111.0,0.020995991764717583
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-24,4215,184686,6371,1903.0,0.45148279952550413
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-25,50247,186469,6410,1783.0,0.03548470555456047
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-26,50247,188201,6439,1732.0,0.03446971958524887
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-27,50247,189831,6468,1630.0,0.03243974764662567
Greece,Europe,39.07,21.82,17,4.21,6.26,19582.5,10760421,45,22,2021-02-28,50247,191100,6504,1269.0,0.02525523911875336
